times,servers
0.20889854600282456,1
0.19034120184497783,1
0.22435742040672224,1
0.16188407569968996,1
0.17088626922073188,1
0.2632285338036015,1
0.1799623072497355,1
0.15611884711077417,1
0.19723705652779966,1
0.20881570261117532,1
0.19907199687800986,1
0.15206628811577333,1
0.24009838096457217,1
0.1459380985104794,1
0.179757402150429,1
0.1857453169634966,1
0.1539804721696339,1
0.1821541933258226,1
0.19501418570663995,1
0.19175297879839043,1
0.19065501841019228,1
0.1706578857172794,1
0.21154881840477055,1
0.14879060333989685,1
0.13279958931176902,1
0.157995275560532,1
0.14724472036432612,1
0.22378721495173629,1
0.19495806289433001,1
0.17812373334815826,1
0.23984138959612816,1
0.17492677669637782,1
0.17975050534657763,1
0.15839898462872498,1
0.17762844607243972,1
0.22919194851673866,1
0.30377340534012715,1
0.23968911373183932,1
0.1708088518064398,1
0.15837005377436417,1
0.28551932527453505,1
0.1790233567599502,1
0.20066882963049087,1
0.14357339764272375,1
0.15704129666103547,1
0.19225163015246033,1
0.1836587549180989,1
0.2385608509614871,1
0.24537978154258766,1
0.18624473008924344,1
0.15235096825814984,1
0.22898826704602865,1
0.19496474638615116,1
0.18434385454453067,1
0.18991945218772263,1
0.1500192537648004,1
0.23809310774807552,1
0.2145945900273708,1
0.1903381489837004,1
0.22995033449406832,1
0.2035750450757834,1
0.14507332480154844,1
0.13859564371389957,1
0.22291310662626687,1
0.15656721487730432,1
0.19466751157655166,1
0.13986090169117013,1
0.21590144587482582,1
0.14036236070191752,1
0.16522237125173528,1
0.14346763139882435,1
0.24132551641534467,1
0.18449308433711067,1
0.13813764274600776,1
0.1861005782414909,1
0.19918023291163373,1
0.1767865406295296,1
0.1512025322046805,1
0.20777001663186473,1
0.1595614956371477,1
0.1753979028215421,1
0.17960761158196636,1
0.19167234032276004,1
0.22615675526871018,1
0.20122559127712555,1
0.18398525119707113,1
0.1755448142042153,1
0.17505289766649496,1
0.14677580153608916,1
0.2147296452607499,1
0.21076479798667205,1
0.240036578669878,1
0.1559636841121517,1
0.15679927260056115,1
0.17330268014916217,1
0.2644026285947746,1
0.16917169019453643,1
0.1745434902039999,1
0.2217328425810922,1
0.1617947095806858,1
0.09608030287586393,2
0.09086294199194626,2
0.10964895129729597,2
0.08100098167092466,2
0.07776942298300535,2
0.12523099894495524,2
0.08461648437311509,2
0.07391057661384579,2
0.09611627782655283,2
0.09883015336647183,2
0.09258397759886278,2
0.07048930409171002,2
0.11984605432116897,2
0.07059951807837771,2
0.08544814596572435,2
0.08929283399957103,2
0.07034140000388643,2
0.0881054764102101,2
0.09153533379465034,2
0.0893058966988089,2
0.08663331117376508,2
0.08709184723573446,2
0.10317078340742152,2
0.06779304298589882,2
0.05792189545959856,2
0.07608003863059107,2
0.06412739458095718,2
0.10923601905943027,2
0.08888299785911785,2
0.08274508386899726,2
0.11867050330900403,2
0.08294668266764187,2
0.08067787566110683,2
0.07078225002246895,2
0.08353131663310658,2
0.11163942653173334,2
0.1566031572154592,2
0.12065532536252656,2
0.08286632972017269,2
0.06884846447536747,2
0.1387809042974803,2
0.08426622543572167,2
0.09487903779885205,2
0.061046592778378116,2
0.07118333377544597,2
0.09371357264179475,2
0.08813735366923667,2
0.11965544583992478,2
0.11862114901150927,2
0.08881420889047133,2
0.07548168354024855,2
0.1051382320928861,2
0.0934465798830277,2
0.0888454868459586,2
0.08379142589455944,2
0.06574697148454309,2
0.11374814467233531,2
0.10903585398333462,2
0.09392353058528757,2
0.11474332081965262,2
0.09611382591633298,2
0.060751142136581296,2
0.06237680967606855,2
0.10829248974900696,2
0.07315827152712007,2
0.08895273401668989,2
0.06454441935231987,2
0.10507414606070087,2
0.066301029812004,2
0.07757175638266385,2
0.06255951175077702,2
0.1141246866572242,2
0.084941526138733,2
0.06037981027549216,2
0.08968207825653982,2
0.10057883827070493,2
0.08380404706582646,2
0.06859328341834349,2
0.10217254198610135,2
0.07124851843709583,2
0.08160624927826741,2
0.08369556570280982,2
0.09063643321574569,2
0.1091073925632433,2
0.09270825725004087,2
0.08360644889155208,2
0.08376353080069537,2
0.07770032471139941,2
0.06756139232104923,2
0.10648676035687465,2
0.10615429108713495,2
0.12004144060241315,2
0.07292584569615186,2
0.07586705862779376,2
0.0820349631505277,2
0.12509290625418445,2
0.08075263779949313,2
0.07966915032331767,2
0.11601389164934077,2
0.0734363803852335,2
0.013678900108299528,4
0.01255813260166126,4
0.013867570336963918,4
0.00962392562887681,4
0.013757781475235148,4
0.017817794409515694,4
0.012633324247197408,4
0.011709376181636142,4
0.01517462030746602,4
0.012656539857460708,4
0.011220730313161722,4
0.011045103078179805,4
0.017072640783866774,4
0.008402669598345241,4
0.011795475483570825,4
0.009783805631318131,4
0.010147977750487583,4
0.015614069668741322,4
0.012072518846717851,4
0.013040490660484738,4
0.012033577522827741,4
0.010874575428643668,4
0.014696781250301516,4
0.010515558450686427,4
0.00818793850952217,4
0.010073546797941568,4
0.0088121082723762,4
0.013254174067625045,4
0.01191734316449172,4
0.011927677987498367,4
0.016169621823200187,4
0.013266037455485739,4
0.01081526122407209,4
0.010888619151932573,4
0.011640314562901674,4
0.014640087622765807,4
0.024286487632187725,4
0.01800707095400302,4
0.011012799413548968,4
0.009689563176340395,4
0.01853793890471386,4
0.011449511172613619,4
0.013278418512576468,4
0.008504856489329514,4
0.010898193859494048,4
0.014437189224575285,4
0.011941094295913909,4
0.016315168719507313,4
0.013577659604060797,4
0.01108079252768078,4
0.009423148786025261,4
0.01636336015253049,4
0.013102689055599031,4
0.012349695806317708,4
0.011471109207642837,4
0.00925523107376293,4
0.01315057615703473,4
0.016329319526791456,4
0.014733442142727256,4
0.015706071183438516,4
0.011736530209770038,4
0.009752552356342634,4
0.009792816885636508,4
0.01735308448966981,4
0.009240175581162306,4
0.012514258773383446,4
0.008485059754598817,4
0.017533077775824087,4
0.007837765327020461,4
0.01186514365831851,4
0.009577775517376694,4
0.016053292034612972,4
0.012566677442201279,4
0.009917085195686374,4
0.014334249138779299,4
0.016801245286206145,4
0.012121179898573045,4
0.009003063754593562,4
0.0139404866028554,4
0.008492570030456257,4
0.013284858385496886,4
0.015537322623458916,4
0.00967626986499595,4
0.018907450378774573,4
0.012598529878020353,4
0.012051373905670723,4
0.012885371284719054,4
0.012080238118333225,4
0.010499944233834126,4
0.014771236232708972,4
0.01668901526687427,4
0.017417452709609017,4
0.009189964728931094,4
0.01096470203902595,4
0.010369137751955885,4
0.01565781248206588,4
0.013365612963048073,4
0.009474883998273998,4
0.016368302490178243,4
0.011278146987203056,4
